file	line	word	matched_stem	before_10	after_10
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	103	Functions	function	exp All dependent functions need to be passed to CodeAct	that depend on other functions or classes not passed to
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	103	functions	function	to be passed to CodeAct Functions that depend on other	or classes not passed to CodeAct cannot be used The
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	103	functions	function	used The following example does not work because the tool	depend on other functions or classes that are not passed
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	103	functions	function	does not work because the tool functions depend on other	or classes that are not passed to CodeAct such as
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	103	secret_function	function	that are not passed to CodeAct such as Profile or	python NG from pydantic import BaseModel class Profile BaseModel name
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	116	parent_function	function	name str age int def age profile Profile return def	print Hi def child_function parent_function dspy CodeAct question answer tools
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	119	child_function	function	def age profile Profile return def parent_function print Hi def	parent_function dspy CodeAct question answer tools age child_function Instead the
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	120	parent_function	function	age profile Profile return def parent_function print Hi def child_function	dspy CodeAct question answer tools age child_function Instead the following
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	122	child_function	function	Hi def child_function parent_function dspy CodeAct question answer tools age	Instead the following example works since all necessary tool functions
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	125	functions	function	child_function Instead the following example works since all necessary tool	are passed to CodeAct python OK def parent_function print Hi
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	130	parent_function	function	necessary tool functions are passed to CodeAct python OK def	print Hi def child_function parent_function dspy CodeAct question answer tools
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	133	child_function	function	passed to CodeAct python OK def parent_function print Hi def	parent_function dspy CodeAct question answer tools parent_function child_function
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	134	parent_function	function	to CodeAct python OK def parent_function print Hi def child_function	dspy CodeAct question answer tools parent_function child_function
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	136	parent_function	function	print Hi def child_function parent_function dspy CodeAct question answer tools	child_function
/home/maxime/Projects/dspy/docs/docs/api/modules/CodeAct.md	136	child_function	function	Hi def child_function parent_function dspy CodeAct question answer tools parent_function	
/home/maxime/Projects/dspy/docs/docs/api/modules/Module.md	1	Module	module	dspy	START_API_REF dspy Module handler python options members __call__ acall batch
/home/maxime/Projects/dspy/docs/docs/api/modules/Module.md	4	Module	module	dspy Module START_API_REF dspy	handler python options members __call__ acall batch deepcopy dump_state get_lm
/home/maxime/Projects/dspy/docs/docs/api/modules/Module.md	20	named_sub_modules	module	batch deepcopy dump_state get_lm inspect_history load load_state map_named_predictors named_parameters named_predictors	parameters predictors reset_copy save set_lm show_source true show_root_heading true heading_level
/home/maxime/Projects/dspy/docs/docs/api/modules/MultiChainComparison.md	21	named_sub_modules	module	deepcopy dump_state forward get_lm inspect_history load load_state map_named_predictors named_parameters named_predictors	parameters predictors reset_copy save set_lm show_source true show_root_heading true heading_level
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	3	module	module	dspy Parallel dspy Parallel executes multiple DSPy	calls concurrently using threads Pass it a list of module
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	3	module	module	module calls concurrently using threads Pass it a list of	inputs pairs and it returns the results in the same
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	5	module	module	straggler resubmission automatically For the common case of running one	over many examples see dspy Module batch https dspy ai
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	5	Module	module	case of running one module over many examples see dspy	batch https dspy ai api primitives Module dspy Module batch
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	5	Module	module	examples see dspy Module batch https dspy ai api primitives	dspy Module batch which is a convenience wrapper around Parallel
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	5	Module	module	dspy Module batch https dspy ai api primitives Module dspy	batch which is a convenience wrapper around Parallel START_API_REF dspy
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	27	module	module	false separate_signature false inherited_members true END_API_REF Usage Examples Running one	over many inputs python import dspy dspy configure lm dspy
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	50	module	module	r answer tip If all your pairs use the same	module batch examples is a shorthand that does the same
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	50	module	module	answer tip If all your pairs use the same module	batch examples is a shorthand that does the same thing
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	52	modules	module	is a shorthand that does the same thing Mixing different	Parallel shines when you need to fan out calls to
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	54	modules	module	shines when you need to fan out calls to different	or signatures in one go python cot dspy ChainOfThought question
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	85	module	module	execution A Parallel instance can itself be used as the	in a pair enabling nested fan outs python inner dspy
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	105	module	module	pair can be Type How it is passed to the	dspy Example module example inputs or module example if access_examples
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	107	module	module	Type How it is passed to the module dspy Example	example inputs or module example if access_examples False dict module
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	107	module	module	passed to the module dspy Example module example inputs or	example if access_examples False dict module dict tuple module tuple
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	108	module	module	module example inputs or module example if access_examples False dict	dict tuple module tuple list module list used for nested
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	109	module	module	or module example if access_examples False dict module dict tuple	tuple list module list used for nested Parallel calls Parallel
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	110	module	module	if access_examples False dict module dict tuple module tuple list	list used for nested Parallel calls Parallel vs Module batch
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	112	Module	module	list module list used for nested Parallel calls Parallel vs	batch dspy Parallel module batch Multiple different modules single module
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	114	module	module	for nested Parallel calls Parallel vs Module batch dspy Parallel	batch Multiple different modules single module only Nested fan outs
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	116	modules	module	Parallel vs Module batch dspy Parallel module batch Multiple different	single module only Nested fan outs Simplest API for one
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	116	module	module	Module batch dspy Parallel module batch Multiple different modules single	only Nested fan outs Simplest API for one module Use
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	118	module	module	single module only Nested fan outs Simplest API for one	Use module batch instead Error collection return_failed_examples True return_failed_examples True
/home/maxime/Projects/dspy/docs/docs/api/modules/Parallel.md	118	module	module	only Nested fan outs Simplest API for one module Use	batch instead Error collection return_failed_examples True return_failed_examples True Straggler resubmission
/home/maxime/Projects/dspy/docs/docs/api/modules/Predict.md	23	named_sub_modules	module	dump_state forward get_config get_lm inspect_history load load_state map_named_predictors named_parameters named_predictors	parameters predictors reset reset_copy save set_lm update_config show_source true show_root_heading
/home/maxime/Projects/dspy/docs/docs/api/modules/ProgramOfThought.md	1	ProgramOfThought	program	dspy	START_API_REF dspy ProgramOfThought handler python options members __call__ acall batch
/home/maxime/Projects/dspy/docs/docs/api/modules/ProgramOfThought.md	4	ProgramOfThought	program	dspy ProgramOfThought START_API_REF dspy	handler python options members __call__ acall batch deepcopy dump_state forward
/home/maxime/Projects/dspy/docs/docs/api/modules/ProgramOfThought.md	21	named_sub_modules	module	deepcopy dump_state forward get_lm inspect_history load load_state map_named_predictors named_parameters named_predictors	parameters predictors reset_copy save set_lm show_source true show_root_heading true heading_level
/home/maxime/Projects/dspy/docs/docs/api/modules/RLM.md	3	module	module	dspy RLM RLM Recursive Language Model is a DSPy	that lets LLMs programmatically explore large contexts through a sandboxed
/home/maxime/Projects/dspy/docs/docs/api/modules/RLM.md	3	programmatically	program	Recursive Language Model is a DSPy module that lets LLMs	explore large contexts through a sandboxed Python REPL Instead of
/home/maxime/Projects/dspy/docs/docs/api/modules/RLM.md	14	programmatic	program	in the LLM's context window effectively The task benefits from	exploration searching filtering aggregating chunking You need the LLM to
/home/maxime/Projects/dspy/docs/docs/api/modules/RLM.md	24	module	module	configure lm dspy LM openai gpt 5 Create an RLM	rlm dspy RLM context query answer Call it like any
/home/maxime/Projects/dspy/docs/docs/api/modules/RLM.md	27	module	module	dspy RLM context query answer Call it like any other	result rlm context very long document or data query What
/home/maxime/Projects/dspy/docs/docs/api/modules/RLM.md	114	functions	function	info tools list Union Callable dspy Tool None Additional tool	callable from interpreter code sub_lm dspy LM None LM for
/home/maxime/Projects/dspy/docs/docs/api/modules/ReAct.md	22	named_sub_modules	module	deepcopy dump_state forward get_lm inspect_history load load_state map_named_predictors named_parameters named_predictors	parameters predictors reset_copy save set_lm truncate_trajectory show_source true show_root_heading true
/home/maxime/Projects/dspy/docs/docs/api/modules/Refine.md	3	modules	module	attempt it analyses the execution trace assigns blame to sub	and injects concrete advice as a hint into the next
/home/maxime/Projects/dspy/docs/docs/api/modules/Refine.md	23	named_sub_modules	module	deepcopy dump_state forward get_lm inspect_history load load_state map_named_predictors named_parameters named_predictors	parameters predictors reset_copy save set_lm show_source true show_root_heading true heading_level
/home/maxime/Projects/dspy/docs/docs/api/modules/Refine.md	55	module	module	pred answer split 1 else 0 0 refine dspy Refine	qa N 3 reward_fn one_word_answer threshold 1 0 result refine
/home/maxime/Projects/dspy/docs/docs/api/modules/Refine.md	64	module	module	answer How the feedback loop works 1 Attempt Run the	with a unique rollout ID at temperature 1 0 2
/home/maxime/Projects/dspy/docs/docs/api/modules/Refine.md	66	module	module	below threshold Analyse the full execution trace and generate per	advice via the internal OfferFeedback signature 4 Retry Re run
/home/maxime/Projects/dspy/docs/docs/api/modules/Refine.md	67	module	module	via the internal OfferFeedback signature 4 Retry Re run the	with the generated advice injected as a hint_ input field
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	3	program	program	by applying them in a configurable sequence allowing a student	to iteratively improve both its prompts and model parameters The
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	29	program	program	sequence evaluating each intermediate result and returning the best performing	Here's how it works 1 Initialization with Custom Optimizers When
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	66	program	program	shuffle_trainset_between_steps True The optimizer is run on the current student	The result is evaluated on the validation set The candidate
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	68	program	program	The result is evaluated on the validation set The candidate	and score are recorded Since BetterTogether is a meta optimizer
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	87	Program	program	trainset valset valset strategy mipro gepa mipro 3 Validation and	Selection BetterTogether can use a validation set in three ways
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	95	program	program	no validation occurs After all optimization steps complete the best	is selected based on validation set availability With validation The
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	97	program	program	is selected based on validation set availability With validation The	with the best score is returned with earlier programs winning
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	97	programs	program	The program with the best score is returned with earlier	winning ties Without validation The latest program is returned If
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	98	program	program	returned with earlier programs winning ties Without validation The latest	is returned If an optimization step fails The error is
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	103	program	program	is logged with full traceback Optimization stops early The best	found so far is returned flag_compilation_error_occurred is set to True
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	106	program	program	far is returned flag_compilation_error_occurred is set to True The returned	includes two additional attributes candidate_programs List of all evaluated programs
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	108	candidate_programs	program	set to True The returned program includes two additional attributes	List of all evaluated programs with their scores and strategies
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	108	programs	program	program includes two additional attributes candidate_programs List of all evaluated	with their scores and strategies sorted by score best first
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	108	programs	program	first When an error occurs this contains all successfully evaluated	up to the point of failure flag_compilation_error_occurred Boolean indicating if
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	120	program	program	argument cannot be included in optimizer_compile_args BetterTogether manages the student	for all optimizers See the compile method docstring for detailed
/home/maxime/Projects/dspy/docs/docs/api/optimizers/BetterTogether.md	157	programming	program	world application combining BetterTogether with GEPA DSPy Optimizers Overview learn	optimizers md
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	7	program	program	GEPA optimization When GEPA identifies underperforming components in your DSPy	the instruction proposer analyzes execution traces feedback and failures to
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	47	optimized_program	program	5 temperature 1 0 max_tokens 32000 api_key api_key auto medium	gepa compile student trainset examples When to Use Custom instruction_proposer
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	60	functionality	function	in Custom Component Selection custom component selection section for related	External knowledge integration Connect to databases APIs or knowledge bases
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	86	function	function	implement the ProposalFn protocol by defining a callable class or	GEPA will call your proposer during optimization python from dspy
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	101	function	function	custom instruction generation logic here return updated_instructions Or as a	def custom_instruction_proposer candidate reflective_dataset components_to_update Your custom instruction generation logic
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	113	function	function	Failure error message Feedback str Always a string from metric	or auto generated by GEPA Basic Example Word Limit Proposer
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	152	module	module	enumerate component_examples Limit examples to prevent context overflow Use the	to improve the instruction result self instruction_improver current_instruction current_instruction feedback_summary
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	200	Module	module	addresses the issues shown in the examples class RAGInstructionImprover dspy	Module that uses RAG to improve instructions with specialized documentation
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	201	Module	module	the issues shown in the examples class RAGInstructionImprover dspy Module	that uses RAG to improve instructions with specialized documentation def
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	317	Module	module	the full power of DSPy Leverage DSPy components like dspy	dspy Signature and dspy Predict to create your instruction proposer
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	317	modules	module	satisfaction dspy ChainOfThought for complex reasoning tasks and compose multiple	for sophisticated instruction improvement workflows Enable holistic feedback analysis While
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	326	program	program	The component_selector parameter controls which components predictors in your DSPy	are selected for optimization at each GEPA iteration Instead of
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	377	function	function	reflective_mutation base py protocol by defining a callable class or	GEPA will call your selector during optimization python from dspy
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	388	program	program	in the current minibatch candidate_idx int Index of the current	candidate being optimized candidate dict str str Component name instruction
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	394	function	function	custom component selection logic here return selected_components Or as a	def custom_component_selector state trajectories subsample_scores candidate_idx candidate Your custom component
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/GEPA_Advanced.md	402	function	function	logic here return selected_components Custom Implementation Example Here's a simple	that alternates between optimizing different halves of your components python
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	24	function	function	leverage domain specific textual feedback Users should provide a feedback	as the GEPA metric which has the following call signature
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	42	program	program	results are available in the detailed_results attribute of the optimized	returned by GEPA and has the following type START_API_REF dspy
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	60	gepa_ai_program	program	Usage Examples See GEPA usage tutorials in GEPA Tutorials tutorials	index md Inference Time Search GEPA can act as a
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	77	module	module	structured execution traces inputs outputs failures feedback targeting a chosen	and proposing a new instruction program text tailored to real
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	77	program	program	feedback targeting a chosen module and proposing a new instruction	text tailored to real observed failures and rich textual environmental
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	81	submodule	module	failed parses constraint violations error message strings or even isolated	specific feedback This allows actionable domain aware optimization 3 Pareto
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	89	program	program	Summary 1 Initialize the candidate pool with the the unoptimized	2 Iterate Sample a candidate from Pareto frontier Sample a
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	93	module	module	minibatch from the train set Collect execution traces feedbacks for	rollout on minibatch Select a module of the candidate for
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	94	module	module	execution traces feedbacks for module rollout on minibatch Select a	of the candidate for targeted improvement LLM Reflection Propose a
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	95	module	module	LLM Reflection Propose a new instruction prompt for the targeted	using reflective meta prompting and the gathered feedback Roll out
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	98	modules	module	Pareto frontier Optionally System aware merge crossover Combine best performing	from distinct lineages 3 Continue until rollout or metric budget
/home/maxime/Projects/dspy/docs/docs/api/optimizers/GEPA/overview.md	128	gepa_ai_program	program	evolution pipeline used by dspy GEPA optimizer DSPy Tutorials tutorials	index md
/home/maxime/Projects/dspy/docs/docs/api/optimizers/InferRules.md	9	evaluate_program	program	dspy InferRules START_API_REF dspy InferRules handler python options members compile	format_examples get_params get_predictor_demos induce_natural_language_rules update_program_instructions show_source true show_root_heading true heading_level
/home/maxime/Projects/dspy/docs/docs/api/optimizers/InferRules.md	14	update_program_instructions	program	handler python options members compile evaluate_program format_examples get_params get_predictor_demos induce_natural_language_rules	show_source true show_root_heading true heading_level 2 docstring_style google show_root_full_path true
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	25	program	program	show_object_full_path false separate_signature false inherited_members true END_API_REF Example Usage The	below shows optimizing a math program with MIPROv2 python import
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	25	program	program	END_API_REF Example Usage The program below shows optimizing a math	with MIPROv2 python import dspy from dspy datasets gsm8k import
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	44	program	program	Can choose between light medium and heavy optimization runs Optimize	print f Optimizing program with MIPROv2 gsm8k GSM8K optimized_program teleprompter
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	45	program	program	medium and heavy optimization runs Optimize program print f Optimizing	with MIPROv2 gsm8k GSM8K optimized_program teleprompter compile dspy ChainOfThought question
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	47	optimized_program	program	Optimize program print f Optimizing program with MIPROv2 gsm8k GSM8K	teleprompter compile dspy ChainOfThought question answer trainset gsm8k train Save
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	52	program	program	compile dspy ChainOfThought question answer trainset gsm8k train Save optimize	for future use optimized_program save f optimized json How MIPROv2
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	53	optimized_program	program	answer trainset gsm8k train Save optimize program for future use	save f optimized json How MIPROv2 works At a high
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	58	program	program	examples and new instructions for each predictor in your LM	and then searching over these using Bayesian Optimization to find
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	58	program	program	to find the best combination of these variables for your	If you want a visual explanation check out this twitter
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	62	program	program	from your training set and run them through your LM	If the output from the program is correct for this
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	62	program	program	them through your LM program If the output from the	is correct for this example it is kept as a
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	64	program's	program	the training dataset 2 a generated summary of your LM	code and the specific predictor that an instruction is being
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	66	program	program	instructions and demonstrations work best for each predictor in our	This works by running a series of num_trials trials where
/home/maxime/Projects/dspy/docs/docs/api/optimizers/MIPROv2.md	66	program	program	minibatch_full_eval_steps At the end of the optimization process the LM	with the set of prompts that performed best on the
/home/maxime/Projects/dspy/docs/docs/api/optimizers/SIMBA.md	24	optimized_program	program	true END_API_REF Example Usage python optimizer dspy SIMBA metric your_metric	optimizer compile your_program trainset your_trainset Save optimize program for future
/home/maxime/Projects/dspy/docs/docs/api/optimizers/SIMBA.md	24	your_program	program	Usage python optimizer dspy SIMBA metric your_metric optimized_program optimizer compile	trainset your_trainset Save optimize program for future use optimized_program save
/home/maxime/Projects/dspy/docs/docs/api/optimizers/SIMBA.md	26	program	program	metric your_metric optimized_program optimizer compile your_program trainset your_trainset Save optimize	for future use optimized_program save f optimized json How SIMBA
/home/maxime/Projects/dspy/docs/docs/api/optimizers/SIMBA.md	27	optimized_program	program	compile your_program trainset your_trainset Save optimize program for future use	save f optimized json How SIMBA works SIMBA Stochastic Introspective
/home/maxime/Projects/dspy/docs/docs/api/primitives/Tool.md	14	format_as_litellm_function_call	function	handler python options members __call__ acall adapt_to_native_lm_feature description extract_custom_type_from_annotation format	from_langchain from_mcp_tool is_streamable parse_lm_response parse_stream_chunk serialize_model show_source true show_root_heading true
/home/maxime/Projects/dspy/docs/docs/api/utils/StatusMessageProvider.md	10	module_end_status_message	module	START_API_REF dspy streaming StatusMessageProvider handler python options members lm_end_status_message lm_start_status_message	module_start_status_message tool_end_status_message tool_start_status_message show_source true show_root_heading true heading_level 2 docstring_style
/home/maxime/Projects/dspy/docs/docs/api/utils/StatusMessageProvider.md	11	module_start_status_message	module	dspy streaming StatusMessageProvider handler python options members lm_end_status_message lm_start_status_message module_end_status_message	tool_end_status_message tool_start_status_message show_source true show_root_heading true heading_level 2 docstring_style google
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	9	Programs	program	This page will contain snippets for frequent usage patterns DSPy	Forcing fresh LM outputs DSPy caches LM calls Provide a
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	42	ProgramOfThought	program	the color of the sky pred generate_answer question question dspy	python pot dspy ProgramOfThought BasicQA question Sarah has 5 apples
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	45	ProgramOfThought	program	sky pred generate_answer question question dspy ProgramOfThought python pot dspy	BasicQA question Sarah has 5 apples She buys 7 more
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	51	ProgramOfThought	program	print f Question question print f Final Predicted Answer after	process result answer dspy ReAct python react_module dspy ReAct BasicQA
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	57	react_module	module	Predicted Answer after ProgramOfThought process result answer dspy ReAct python	dspy ReAct BasicQA question Sarah has 5 apples She buys
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	60	react_module	module	the store How many apples does Sarah have now result	question question print f Question question print f Final Predicted
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	72	Module	module	90 50 2017 wiki17_abstracts dspy configure rm colbertv2_wiki17_abstracts Define Retrieve	retriever dspy Retrieve k 3 query When was the first
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	118	Function	function	dspy Example question 2 2 with_inputs question result DSPy Metrics	as Metric To create a custom metric you can create
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	120	function	function	Metric To create a custom metric you can create a	that returns either a number or a boolean value python
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	140	Function	function	except ValueError IndexError print answer answer 0 return answer Metric	def gsm8k_metric gold pred trace None int return int parse_integer_answer
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	168	evaluate_program	program	factual factually_correct DSPy Evaluation python from dspy evaluate import Evaluate	Evaluate devset devset metric your_defined_metric num_threads NUM_THREADS display_progress True display_table
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	170	evaluate_program	program	devset devset metric your_defined_metric num_threads NUM_THREADS display_progress True display_table num_rows_to_display	your_dspy_program DSPy Optimizers LabeledFewShot python from dspy teleprompt import LabeledFewShot
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	170	your_dspy_program	program	devset metric your_defined_metric num_threads NUM_THREADS display_progress True display_table num_rows_to_display evaluate_program	DSPy Optimizers LabeledFewShot python from dspy teleprompt import LabeledFewShot labeled_fewshot_optimizer
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	181	your_dspy_program_compiled	program	python from dspy teleprompt import LabeledFewShot labeled_fewshot_optimizer LabeledFewShot k 8	labeled_fewshot_optimizer compile student your_dspy_program trainset trainset BootstrapFewShot python from dspy
