file	line	word	matched_stem	before_10	after_10
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	181	your_dspy_program_compiled	program	python from dspy teleprompt import LabeledFewShot labeled_fewshot_optimizer LabeledFewShot k 8	labeled_fewshot_optimizer compile student your_dspy_program trainset trainset BootstrapFewShot python from dspy
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	181	your_dspy_program	program	import LabeledFewShot labeled_fewshot_optimizer LabeledFewShot k 8 your_dspy_program_compiled labeled_fewshot_optimizer compile student	trainset trainset BootstrapFewShot python from dspy teleprompt import BootstrapFewShot fewshot_optimizer
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	191	your_dspy_program_compiled	program	metric your_defined_metric max_bootstrapped_demos 4 max_labeled_demos 16 max_rounds 1 max_errors 10	fewshot_optimizer compile student your_dspy_program trainset trainset Using another LM for
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	191	your_dspy_program	program	max_labeled_demos 16 max_rounds 1 max_errors 10 your_dspy_program_compiled fewshot_optimizer compile student	trainset trainset Using another LM for compilation specifying in teacher_settings
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	201	your_dspy_program_compiled	program	max_labeled_demos 16 max_rounds 1 max_errors 10 teacher_settings dict lm gpt4	fewshot_optimizer compile student your_dspy_program trainset trainset Compiling a compiled program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	201	your_dspy_program	program	max_errors 10 teacher_settings dict lm gpt4 your_dspy_program_compiled fewshot_optimizer compile student	trainset trainset Compiling a compiled program bootstrapping a bootstrapped program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	204	program	program	your_dspy_program_compiled fewshot_optimizer compile student your_dspy_program trainset trainset Compiling a compiled	bootstrapping a bootstrapped program python your_dspy_program_compiledx2 teleprompter compile your_dspy_program teacher
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	204	program	program	your_dspy_program trainset trainset Compiling a compiled program bootstrapping a bootstrapped	python your_dspy_program_compiledx2 teleprompter compile your_dspy_program teacher your_dspy_program_compiled trainset trainset Saving
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	207	your_dspy_program_compiledx2	program	trainset Compiling a compiled program bootstrapping a bootstrapped program python	teleprompter compile your_dspy_program teacher your_dspy_program_compiled trainset trainset Saving loading a
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	208	your_dspy_program	program	compiled program bootstrapping a bootstrapped program python your_dspy_program_compiledx2 teleprompter compile	teacher your_dspy_program_compiled trainset trainset Saving loading a compiled program python
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	209	your_dspy_program_compiled	program	bootstrapping a bootstrapped program python your_dspy_program_compiledx2 teleprompter compile your_dspy_program teacher	trainset trainset Saving loading a compiled program python save_path v1
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	214	program	program	compile your_dspy_program teacher your_dspy_program_compiled trainset trainset Saving loading a compiled	python save_path v1 json your_dspy_program_compiledx2 save save_path python loaded_program YourProgramClass
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	218	your_dspy_program_compiledx2	program	trainset Saving loading a compiled program python save_path v1 json	save save_path python loaded_program YourProgramClass loaded_program load path save_path BootstrapFewShotWithRandomSearch
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	222	loaded_program	program	compiled program python save_path v1 json your_dspy_program_compiledx2 save save_path python	YourProgramClass loaded_program load path save_path BootstrapFewShotWithRandomSearch Detailed documentation on BootstrapFewShotWithRandomSearch
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	222	YourProgramClass	program	program python save_path v1 json your_dspy_program_compiledx2 save save_path python loaded_program	loaded_program load path save_path BootstrapFewShotWithRandomSearch Detailed documentation on BootstrapFewShotWithRandomSearch can
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	223	loaded_program	program	python save_path v1 json your_dspy_program_compiledx2 save save_path python loaded_program YourProgramClass	load path save_path BootstrapFewShotWithRandomSearch Detailed documentation on BootstrapFewShotWithRandomSearch can be
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	233	num_candidate_programs	program	dspy teleprompt import BootstrapFewShotWithRandomSearch fewshot_optimizer BootstrapFewShotWithRandomSearch metric your_defined_metric max_bootstrapped_demos 2	8 num_threads NUM_THREADS your_dspy_program_compiled fewshot_optimizer compile student your_dspy_program trainset trainset
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	235	your_dspy_program_compiled	program	fewshot_optimizer BootstrapFewShotWithRandomSearch metric your_defined_metric max_bootstrapped_demos 2 num_candidate_programs 8 num_threads NUM_THREADS	fewshot_optimizer compile student your_dspy_program trainset trainset valset devset Other custom
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	235	your_dspy_program	program	max_bootstrapped_demos 2 num_candidate_programs 8 num_threads NUM_THREADS your_dspy_program_compiled fewshot_optimizer compile student	trainset trainset valset devset Other custom configurations are similar to
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	247	num_candidate_programs	program	teleprompt ensemble import Ensemble fewshot_optimizer BootstrapFewShotWithRandomSearch metric your_defined_metric max_bootstrapped_demos 2	8 num_threads NUM_THREADS your_dspy_program_compiled fewshot_optimizer compile student your_dspy_program trainset trainset
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	248	your_dspy_program_compiled	program	fewshot_optimizer BootstrapFewShotWithRandomSearch metric your_defined_metric max_bootstrapped_demos 2 num_candidate_programs 8 num_threads NUM_THREADS	fewshot_optimizer compile student your_dspy_program trainset trainset valset devset ensemble_optimizer Ensemble
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	248	your_dspy_program	program	max_bootstrapped_demos 2 num_candidate_programs 8 num_threads NUM_THREADS your_dspy_program_compiled fewshot_optimizer compile student	trainset trainset valset devset ensemble_optimizer Ensemble reduce_fn dspy majority programs
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	251	programs	program	your_dspy_program trainset trainset valset devset ensemble_optimizer Ensemble reduce_fn dspy majority	x 1 for x in your_dspy_program_compiled candidate_programs your_dspy_program_compiled_ensemble ensemble_optimizer compile
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	251	your_dspy_program_compiled	program	Ensemble reduce_fn dspy majority programs x 1 for x in	candidate_programs your_dspy_program_compiled_ensemble ensemble_optimizer compile programs 3 BootstrapFinetune python from dspy
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	251	candidate_programs	program	reduce_fn dspy majority programs x 1 for x in your_dspy_program_compiled	your_dspy_program_compiled_ensemble ensemble_optimizer compile programs 3 BootstrapFinetune python from dspy teleprompt
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	252	your_dspy_program_compiled_ensemble	program	dspy majority programs x 1 for x in your_dspy_program_compiled candidate_programs	ensemble_optimizer compile programs 3 BootstrapFinetune python from dspy teleprompt import
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	252	programs	program	x 1 for x in your_dspy_program_compiled candidate_programs your_dspy_program_compiled_ensemble ensemble_optimizer compile	3 BootstrapFinetune python from dspy teleprompt import BootstrapFewShotWithRandomSearch BootstrapFinetune Compile
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	260	program	program	3 BootstrapFinetune python from dspy teleprompt import BootstrapFewShotWithRandomSearch BootstrapFinetune Compile	on current dspy settings lm fewshot_optimizer BootstrapFewShotWithRandomSearch metric your_defined_metric max_bootstrapped_demos
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	262	your_dspy_program_compiled	program	settings lm fewshot_optimizer BootstrapFewShotWithRandomSearch metric your_defined_metric max_bootstrapped_demos 2 num_threads NUM_THREADS	tp compile your_dspy_program trainset trainset some_num valset trainset some_num Configure
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	262	your_dspy_program	program	BootstrapFewShotWithRandomSearch metric your_defined_metric max_bootstrapped_demos 2 num_threads NUM_THREADS your_dspy_program_compiled tp compile	trainset trainset some_num valset trainset some_num Configure model to finetune
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	267	program	program	bf16 True bsize 6 accumsteps 2 lr 5e 5 Compile	on BootstrapFinetune finetune_optimizer BootstrapFinetune metric your_defined_metric finetune_program finetune_optimizer compile your_dspy_program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	269	finetune_program	program	5e 5 Compile program on BootstrapFinetune finetune_optimizer BootstrapFinetune metric your_defined_metric	finetune_optimizer compile your_dspy_program trainset some_new_dataset_for_finetuning_model config finetune_program your_dspy_program Load program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	269	your_dspy_program	program	program on BootstrapFinetune finetune_optimizer BootstrapFinetune metric your_defined_metric finetune_program finetune_optimizer compile	trainset some_new_dataset_for_finetuning_model config finetune_program your_dspy_program Load program and activate model's
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	271	finetune_program	program	BootstrapFinetune metric your_defined_metric finetune_program finetune_optimizer compile your_dspy_program trainset some_new_dataset_for_finetuning_model config	your_dspy_program Load program and activate model's parameters in program before
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	271	your_dspy_program	program	metric your_defined_metric finetune_program finetune_optimizer compile your_dspy_program trainset some_new_dataset_for_finetuning_model config finetune_program	Load program and activate model's parameters in program before evaluation
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	273	program	program	finetune_program finetune_optimizer compile your_dspy_program trainset some_new_dataset_for_finetuning_model config finetune_program your_dspy_program Load	and activate model's parameters in program before evaluation ckpt_path saved_checkpoint_path_from_finetuning
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	273	program	program	config finetune_program your_dspy_program Load program and activate model's parameters in	before evaluation ckpt_path saved_checkpoint_path_from_finetuning LM dspy HFModel checkpoint ckpt_path model
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	277	finetune_program	program	LM dspy HFModel checkpoint ckpt_path model model_to_finetune for p in	predictors p lm LM p activated False COPRO Detailed documentation
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	293	compiled_program_optimized_signature	program	metric your_defined_metric breadth num_new_prompts_generated depth times_to_generate_prompts init_temperature prompt_generation_temperature verbose False	copro_teleprompter compile your_dspy_program trainset trainset eval_kwargs eval_kwargs MIPROv2 Note detailed
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	293	your_dspy_program	program	num_new_prompts_generated depth times_to_generate_prompts init_temperature prompt_generation_temperature verbose False compiled_program_optimized_signature copro_teleprompter compile	trainset trainset eval_kwargs eval_kwargs MIPROv2 Note detailed documentation can be
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	314	program	program	Can choose between light medium and heavy optimization runs Optimize	print f Optimizing program with MIPRO optimized_program teleprompter compile program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	315	program	program	medium and heavy optimization runs Optimize program print f Optimizing	with MIPRO optimized_program teleprompter compile program deepcopy trainset trainset max_bootstrapped_demos
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	316	optimized_program	program	optimization runs Optimize program print f Optimizing program with MIPRO	teleprompter compile program deepcopy trainset trainset max_bootstrapped_demos 3 max_labeled_demos 4
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	317	program	program	program print f Optimizing program with MIPRO optimized_program teleprompter compile	deepcopy trainset trainset max_bootstrapped_demos 3 max_labeled_demos 4 Save optimize program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	323	program	program	program deepcopy trainset trainset max_bootstrapped_demos 3 max_labeled_demos 4 Save optimize	for future use optimized_program save f mipro_optimized Evaluate optimized program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	324	optimized_program	program	max_bootstrapped_demos 3 max_labeled_demos 4 Save optimize program for future use	save f mipro_optimized Evaluate optimized program print f Evaluate optimized
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	326	program	program	program for future use optimized_program save f mipro_optimized Evaluate optimized	print f Evaluate optimized program evaluate optimized_program devset devset Optimizing
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	327	program	program	save f mipro_optimized Evaluate optimized program print f Evaluate optimized	evaluate optimized_program devset devset Optimizing instructions only with MIPROv2 0
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	328	optimized_program	program	mipro_optimized Evaluate optimized program print f Evaluate optimized program evaluate	devset devset Optimizing instructions only with MIPROv2 0 Shot python
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	343	program	program	Can choose between light medium and heavy optimization runs Optimize	print f Optimizing program with MIPRO optimized_program teleprompter compile program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	344	program	program	medium and heavy optimization runs Optimize program print f Optimizing	with MIPRO optimized_program teleprompter compile program deepcopy trainset trainset max_bootstrapped_demos
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	345	optimized_program	program	optimization runs Optimize program print f Optimizing program with MIPRO	teleprompter compile program deepcopy trainset trainset max_bootstrapped_demos 0 max_labeled_demos 0
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	346	program	program	program print f Optimizing program with MIPRO optimized_program teleprompter compile	deepcopy trainset trainset max_bootstrapped_demos 0 max_labeled_demos 0 Save optimize program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	352	program	program	program deepcopy trainset trainset max_bootstrapped_demos 0 max_labeled_demos 0 Save optimize	for future use optimized_program save f mipro_optimized Evaluate optimized program
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	353	optimized_program	program	max_bootstrapped_demos 0 max_labeled_demos 0 Save optimize program for future use	save f mipro_optimized Evaluate optimized program print f Evaluate optimized
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	355	program	program	program for future use optimized_program save f mipro_optimized Evaluate optimized	print f Evaluate optimized program evaluate optimized_program devset devset KNNFewShot
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	356	program	program	save f mipro_optimized Evaluate optimized program print f Evaluate optimized	evaluate optimized_program devset devset KNNFewShot python from sentence_transformers import SentenceTransformer
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	357	optimized_program	program	mipro_optimized Evaluate optimized program print f Evaluate optimized program evaluate	devset devset KNNFewShot python from sentence_transformers import SentenceTransformer from dspy
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	378	num_candidate_programs	program	dspy teleprompt import BootstrapFewShotWithOptuna fewshot_optuna_optimizer BootstrapFewShotWithOptuna metric your_defined_metric max_bootstrapped_demos 2	8 num_threads NUM_THREADS your_dspy_program_compiled fewshot_optuna_optimizer compile student your_dspy_program trainset trainset
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	380	your_dspy_program_compiled	program	fewshot_optuna_optimizer BootstrapFewShotWithOptuna metric your_defined_metric max_bootstrapped_demos 2 num_candidate_programs 8 num_threads NUM_THREADS	fewshot_optuna_optimizer compile student your_dspy_program trainset trainset valset devset Other custom
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	380	your_dspy_program	program	max_bootstrapped_demos 2 num_candidate_programs 8 num_threads NUM_THREADS your_dspy_program_compiled fewshot_optuna_optimizer compile student	trainset trainset valset devset Other custom configurations are similar to
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	388	programs	program	Batch Ascent is a prompt optimizer that accepts arbitrary DSPy	and proceeds in a sequence of mini batches seeking to
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	395	optimized_program	program	import SIMBA simba SIMBA metric your_defined_metric max_steps 12 max_demos 10	simba compile student your_dspy_program trainset trainset DSPy Tools and Utilities
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	395	your_dspy_program	program	metric your_defined_metric max_steps 12 max_demos 10 optimized_program simba compile student	trainset trainset DSPy Tools and Utilities dspy Tool python import
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	411	programming	program	for query tool dspy Tool search_web result tool query Python	dspy streamify python import dspy import asyncio predict dspy Predict
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	442	dspy_program	program	print chunk asyncio run read_output_stream dspy asyncify python import dspy	dspy ChainOfThought question answer dspy_program dspy asyncify dspy_program asyncio run
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	443	dspy_program	program	dspy asyncify python import dspy dspy_program dspy ChainOfThought question answer	dspy asyncify dspy_program asyncio run dspy_program question What is DSPy
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	443	dspy_program	program	import dspy dspy_program dspy ChainOfThought question answer dspy_program dspy asyncify	asyncio run dspy_program question What is DSPy Track Usage python
/home/maxime/Projects/dspy/docs/docs/cheatsheet.md	445	dspy_program	program	dspy ChainOfThought question answer dspy_program dspy asyncify dspy_program asyncio run	question What is DSPy Track Usage python import dspy dspy
/home/maxime/Projects/dspy/docs/docs/community/community-ports.md	3	programming	program	Community Ports DSPy has inspired implementations across many	languages These community maintained ports bring DSPy's programming paradigm to
/home/maxime/Projects/dspy/docs/docs/community/community-ports.md	3	programming	program	across many programming languages These community maintained ports bring DSPy's	paradigm to different ecosystems If you have created a DSPy
/home/maxime/Projects/dspy/docs/docs/community/community-resources.md	20	program	program	complex language model pipelines edfa5b4bcf9b DSPy A new framework to	your foundation models just by prompting Link https www linkedin
/home/maxime/Projects/dspy/docs/docs/community/community-resources.md	20	program	program	prompting Link https www linkedin com pulse dspy new framework	your foundation models just prompting lli4c Intro to DSPy Goodbye
/home/maxime/Projects/dspy/docs/docs/community/community-resources.md	21	Programming	program	models just prompting lli4c Intro to DSPy Goodbye Prompting Hello	Link https medium com towards data science intro to dspy
/home/maxime/Projects/dspy/docs/docs/community/community-resources.md	21	programming	program	com towards data science intro to dspy goodbye prompting hello	4ca1c6ce3eb9 DSPyGen Revolutionizing AI Link https www linkedin com pulse
